epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.2954159677028656,9.999999747378752e-05,1.3722879886627197,0.5952380895614624,1.0945953130722046
1,0.3463497459888458,9.999999747378752e-05,1.2455979585647583,0.5873016119003296,1.0851083993911743
2,0.39728352427482605,9.999999747378752e-05,1.166715145111084,0.5634920597076416,1.0536108016967773
3,0.39049234986305237,9.999999747378752e-05,1.129353642463684,0.5634920597076416,1.01537024974823
4,0.43972834944725037,9.999999747378752e-05,1.0691760778427124,0.5634920597076416,0.9909737706184387
5,0.4668930470943451,9.999999747378752e-05,1.0584604740142822,0.5634920597076416,0.9842453598976135
6,0.5144312381744385,9.999999747378752e-05,1.032592535018921,0.5634920597076416,0.9900599122047424
7,0.5432937145233154,9.999999747378752e-05,1.00689697265625,0.5634920597076416,1.0033503770828247
8,0.5602716207504272,9.999999747378752e-05,1.0033503770828247,0.5634920597076416,1.0381600856781006
9,0.5721561908721924,9.999999747378752e-05,0.9989572167396545,0.5634920597076416,1.0740286111831665
10,0.5602716207504272,9.999999747378752e-05,0.9902340769767761,0.5634920597076416,1.0977195501327515
11,0.5976231098175049,9.999999747378752e-05,0.9888434410095215,0.5634920597076416,1.1304337978363037
12,0.5942274928092957,9.999999747378752e-05,0.9648099541664124,0.5634920597076416,1.1258147954940796
13,0.6298811435699463,9.999999747378752e-05,0.9387683868408203,0.5634920597076416,1.1251887083053589
14,0.5823429822921753,9.999999747378752e-05,0.9483298659324646,0.5634920597076416,1.1136575937271118
15,0.6332767605781555,9.999999747378752e-05,0.9460439085960388,0.5634920597076416,1.0725611448287964
16,0.6129032373428345,4.999999873689376e-05,0.9529874920845032,0.5634920597076416,1.0473212003707886
17,0.6027164459228516,4.999999873689376e-05,0.9536427855491638,0.5634920597076416,1.0119855403900146
18,0.6095076203346252,4.999999873689376e-05,0.9731351137161255,0.5476190447807312,0.9580016136169434
19,0.6146010160446167,4.999999873689376e-05,0.9437026977539062,0.5476190447807312,0.9249379634857178
20,0.6162987947463989,4.999999873689376e-05,0.9449995756149292,0.5873016119003296,0.8934017419815063
21,0.6247877478599548,4.999999873689376e-05,0.9442238211631775,0.6111111044883728,0.8751422166824341
22,0.6044142842292786,4.999999873689376e-05,0.9355127811431885,0.6349206566810608,0.8630495667457581
23,0.6349745392799377,4.999999873689376e-05,0.944230854511261,0.6190476417541504,0.8560436367988586
24,0.6129032373428345,4.999999873689376e-05,0.9527038931846619,0.6111111044883728,0.8531656861305237
25,0.5908319354057312,4.999999873689376e-05,0.9582324624061584,0.6190476417541504,0.8667586445808411
26,0.6162987947463989,4.999999873689376e-05,0.945209801197052,0.6269841194152832,0.9020087718963623
27,0.6179966330528259,4.999999873689376e-05,0.945190966129303,0.6190476417541504,0.9113619327545166
28,0.6213921904563904,4.999999873689376e-05,0.9348966479301453,0.6190476417541504,0.9454503059387207
29,0.6213921904563904,4.999999873689376e-05,0.9254307150840759,0.6190476417541504,0.9709131717681885
30,0.6213921904563904,4.999999873689376e-05,0.9223394393920898,0.6111111044883728,0.9944036602973938
31,0.6010186672210693,4.999999873689376e-05,0.933390736579895,0.5952380895614624,1.0320297479629517
32,0.6112054586410522,4.999999873689376e-05,0.9547727704048157,0.5952380895614624,1.0921647548675537
33,0.6162987947463989,4.999999873689376e-05,0.9441297054290771,0.5873016119003296,1.1276991367340088
34,0.6298811435699463,4.999999873689376e-05,0.9287120699882507,0.5476190447807312,1.186387538909912
35,0.6247877478599548,2.499999936844688e-05,0.9391368627548218,0.5555555820465088,1.2140322923660278
36,0.6332767605781555,2.499999936844688e-05,0.9257806539535522,0.523809552192688,1.2877964973449707
37,0.6383700966835022,2.499999936844688e-05,0.9191508293151855,0.4761904776096344,1.3748250007629395
38,0.6383700966835022,2.499999936844688e-05,0.9204689860343933,0.4761904776096344,1.3732316493988037
39,0.6179966330528259,2.499999936844688e-05,0.9363006353378296,0.4761904776096344,1.3774133920669556
40,0.6485568881034851,2.499999936844688e-05,0.933349609375,0.4047619104385376,1.4301221370697021
41,0.6213921904563904,2.499999936844688e-05,0.9265070557594299,0.4047619104385376,1.4523600339889526
42,0.6400679349899292,2.499999936844688e-05,0.9350661635398865,0.3730158805847168,1.4852502346038818
43,0.6281833648681641,2.499999936844688e-05,0.9195505976676941,0.3730158805847168,1.4764564037322998
44,0.6400679349899292,2.499999936844688e-05,0.9263625741004944,0.3730158805847168,1.489815592765808
45,0.6230899691581726,1.249999968422344e-05,0.9312558770179749,0.3730158805847168,1.503867506980896
46,0.6434634923934937,1.249999968422344e-05,0.9231374859809875,0.3730158805847168,1.5089614391326904
47,0.6044142842292786,1.249999968422344e-05,0.9315574169158936,0.3730158805847168,1.515288233757019
48,0.6315789222717285,1.249999968422344e-05,0.938080906867981,0.3730158805847168,1.5215378999710083
49,0.6451612710952759,1.249999968422344e-05,0.9198998212814331,0.3730158805847168,1.5125735998153687
50,0.6146010160446167,1.249999968422344e-05,0.9247600436210632,0.3730158805847168,1.5277432203292847
51,0.6230899691581726,1.249999968422344e-05,0.9351699948310852,0.3730158805847168,1.5506434440612793
52,0.6179966330528259,1.249999968422344e-05,0.9383905529975891,0.3730158805847168,1.5511103868484497
53,0.6264855861663818,1.249999968422344e-05,0.9311349391937256,0.380952388048172,1.557559847831726
54,0.6213921904563904,1.249999968422344e-05,0.9520784020423889,0.3730158805847168,1.5704494714736938
